url,count
https://www.northwichguardian.co.uk/news/18429591.coronavirus-hartford-headteachers-warning-reopening-schools/,1
https://www.nasuwt.org.uk/article-listing/trade-unions-warn-against-reopening-of-schools.html,1
https://www.belfasttelegraph.co.uk/news/health/coronavirus/coronavirus-updates-no-school-reopening-date-says-minister-as-14-further-northern-ireland-deaths-reported-39184868.html,1
https://www.mirror.co.uk/news/politics/boris-johnson-drafts-5-step-21986668,1
https://www.mintpressnews.com/cuomo-partnership-bill-gates-revolutionize-new-york-schools-coronavirus/267278/,1
https://www.milton-keynes.gov.uk/waste-recycling/other-waste-services/schools-recycling-information,1
https://www.manchestereveningnews.co.uk/news/uk-news/coronavirus-live-updates-boris-johnson-18205871,1
https://www.ideas.gov.scot/covid-19-a-framework-for-decision-making,1
https://www.tes.com/news/coronavirus-nhs-workers-call-keep-teachers-safe,1
https://www.leafstudio.co.uk/curriculum/school-closure-covid-19/,1
https://www.itv.com/news/2020-05-06/robert-jenrick-leads-the-government-s-daily-coronavirus-press-conference/,1
https://www.itv.com/news/2020-05-06/china-and-south-korea-mark-major-milestones-in-taming-coronavirus/,1
https://www.itv.com/news/2020-04-21/young-people-anxious-over-coronavirus-impact-on-education-snapchat-says/,1
https://www.isospartnership.com/blog/how-local-education-systems-are-responding-to-the-coronavirus-crisis,1
https://www.independent.co.uk/news/world/americas/trump-teachers-coronavirus-reopen-schools-age-when-a9502871.html?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1588811093,1
https://www.independent.co.uk/news/world/americas/coronavirus-us-school-reopen-when-closed-lockdown-a9501896.html?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1588783598,1
https://www.thetimes.co.uk/edition/news/raab-warns-of-new-coronavirus-wave-if-schools-return-too-quickly-5hxl3n2d8?utm_medium=Social&utm_source=Twitter#Echobox=1588775770,1
https://www.trueeducationpartnerships.com/schools/how-to-speak-to-children-about-the-coronavirus/?utm_source=twitter&utm_medium=social&utm_campaign=edu,1
https://www.independent.co.uk/news/health/coronavirus-uk-latest-school-closures-events-cancelled-rory-stewart-matt-hancock-boris-johnson-a9389051.html,1
https://www.standard.co.uk/news/education/uk-coronavirus-schools-reopen-second-coroanvirus-peak-a4432931.html,1
https://www.independent.co.uk/life-style/health-and-families/coronavirus-children-adults-pass-symptoms-kids-transmit-schools-a9494286.html,1
https://www.independent.co.uk/news/education/education-news/coronavirus-schools-open-lockdown-government-gavin-williamson-a9473406.html,1
https://trib.al/c85Uau6,1
https://www.bbc.com/news/education-52550470,1
https://actionnetwork.org/forms/open-schools-when-it-is-safe?source=direct_link,1
https://bbc.in/35E0FP8,1
https://bbc.in/3fuNqoj,1
https://bit.ly/2WAzzEn,1
https://bit.ly/2WaCbse,1
https://bit.ly/2YFg00d,1
https://bit.ly/2z8vdMS,1
https://bit.ly/2zkIVfn,1
https://bit.ly/3avE7ki,1
https://bit.ly/3ccKQl4,1
https://bit.ly/3dlGoQO,1
https://bit.ly/3fvrKJ1,1
https://bit.ly/3fzvF7A,1
https://buff.ly/2A6XNyA,1
https://buff.ly/2L3oBBQ,1
https://buff.ly/2SFCuua,1
https://buff.ly/2W9PMBz,1
https://buff.ly/2YFe5Jd,1
https://bbc.in/2SEV31K,1
http://www.theparentsguideto.co.uk/coronavirus,1
https://buff.ly/35Aghmy,1
http://www.leparisien.fr/culture-loisirs/coronavirus-intermittents-aide-aux-series-annulees-les-annonces-de-macron-pour-la-culture-06-05-2020-8311830.php,1
http://dlvr.it/RW6lgr,1
http://dlvr.it/RW6t47,1
http://dlvr.it/RW72yP,1
http://gouv.fr,1
http://ow.ly/5p7Z50z7qZR,1
http://ow.ly/E65e50zzpU9,1
http://ow.ly/EYZg50zyg81,1
http://ow.ly/Pem550zyA0D,1
http://ow.ly/RBTE50zxeCh,1
http://ow.ly/fMOX50zy8zZ,1
http://ow.ly/guCc50zyP86,1
http://ow.ly/w5SY50zvUAF,1
http://ow.ly/x5aj50zyzLV,1
http://pcs.org.uk/savebc,1
http://primaryblogger.co.uk/news/supporting-schools-during-coronavirus-covid-19/,1
http://trib.al/Kb6jYaR,1
http://www.kellylouiseclark.co.uk/http:/www.kellylouiseclark.co.uk/providing-pr-services-to-multi-academy-trust-23/,1
https://buff.ly/2xDvLKe,1
https://buff.ly/35gofkK,1
https://www.bbc.co.uk/programmes/p089dpr3,1
https://schoolsimprovement.net/wuhan-schools-install-plastic-screens-on-students-desks-to-protect-them-from-coronavirus/,1
https://schoolsweek.co.uk/coronavirus-schools-paying-out-thousands-for-cancelled-pgl-trips/,1
https://socialistworker.co.uk/art/49997/Day+of+action+called+for+no+return+to+unsafe+workplaces,1
https://southyorkshirefutures.co.uk/syf/covid-19/?doing_wp_cron=1588840376.0521039962768554687500,1
https://theconversation.com/coronavirus-there-is-an-urgent-need-to-re-open-schools-this-is-how-to-make-it-happen-137818?utm_medium=email&utm_campaign=Latest%20from%20The%20Conversation%20for%20May%205%202020%20-%201613315471&utm_content=Latest%20from%20The%20Conversation%20for%20May%205%202020%20-%201613315471+CID_3a10c71838a52768a258853d053b5fc7&utm_source=campaign_monitor_uk&utm_term=brought%20back%20safely,1
https://thelighthouse.purephpbb.com/viewtopic.php?f=89&t=37136,1
https://tinyurl.com/ybtk3ztz,1
http://childprotection.scot,1
https://trib.al/ivOhc8M,1
