text,n,tweet_url
"Would love @GMB and @PGLTravel to explain
Coronavirus: Schools paying out thousands for cancelled PGL trips https://t.co/xjaf1a1sgM #Schoolsweek via @Schoolsweek",1,https://twitter.com/paulmundycastle/status/1258328287421566976
We cannot make plans for the phased return of schools until we know exactly why they are being re-opened &amp; until we find solutions to four key challenges that are at risk of being overlooked. Headteacher Dr Robin Bevan writes in SecEd https://t.co/bY5jCKIiZU #coronavirusuk,1,https://twitter.com/SecEd_Education/status/1258285212527726593
"Very very dangerous for UK Political leaders to be calling for schools to reopen. Teachers are dying of Coronavirus &amp; they are denied tests and PPE. Teacher Unions are fighting hard to keep them closed to protect staff, pupils and parents. UK Political Opposition must rethink.",1,
Very pleased to see this article on re-opening schools published today - proud to work with @didjourdan and @MichaelMarmot on such an important topic @UNESCOchairGHE @IAAHglobal @NCDChild @AYPHcharity https://t.co/KmIJE9WFvg,1,https://twitter.com/NickyJGray/status/1257688470757179392
"UK coronavirus live: too early to reopen schools in Scotland, says Scottish government https://t.co/uFSMvqJFaW",1,https://twitter.com/guardian/status/1257638394513051648
"We want to hear from families about life since schools closed due to #coronavirus. We've created two surveys. Please complete or share with your network! 
- For parents and carers: https://t.co/mDz8J6jyPQ 
- For children and young people: https://t.co/Xp7RMJJr60 https://t.co/8GOieTDxNh",1,https://twitter.com/CPAGUK/status/1256245115837964290
"UK coronavirus live: Raab says it would not be safe to reopen all schools; official death toll rises to 29,427 https://t.co/QG5rmvx9Zd",1,https://twitter.com/spike_philip/status/1257735274068684802
"Whats leading governments to these rash decisions of reopening schools and businesses is the panic about their receding economies.Only thing is,death rates will rise again and lockdowns will resume.The world economy is about to experience a recession like no other #coronavirus",1,https://twitter.com/ZaINaBiiiii/status/1258240191967494146
"This highlights why free school meal voucher funding should be available to schools as well as supermarkets. A simple change like that could make a big difference.

'BBC News - Coronavirus: 'Humiliation' as school meal vouchers fail at till' https://t.co/2nOxloMrrJ",1,https://twitter.com/ChefsinSchools/status/1258298779289165824
"While we are doing all we can to support the wellbeing of our young people during the school closures, we must not forget our teachers. From financial grants to mental health support, @EdSupportUK advise SecEd readers : https://t.co/K3DCCtIKuE #schoolclosureuk #mentalhealth",1,https://twitter.com/SecEd_Education/status/1258280634759462912
"While we are doing all we can to support the wellbeing of our young people during the school closures, we must not forget our teachers. From financial grants to mental health support, @EdSupportUK advise SecEd readers : https://t.co/ceGnEWzkIH #schoolclosureuk #mentalhealth",1,https://twitter.com/HeadteacherNews/status/1258280718767194118
The leaders of England's two largest teaching unions have come together with others from across the UK to urge 'significant caution' over plans to reopen schools https://t.co/NX72UVX4C1,1,https://twitter.com/SchoolsWeek/status/1257626179307274241
"The children left behind as schools go digital | @hannaheboland https://t.co/7qCtTQ8vMC
#coronavirus #education https://t.co/s6lJdSf49w",1,https://twitter.com/TelegraphTech/status/1258030547709952006
"The General Secretary of the Ulster Teachers’ Union #UTU, Jacquie White, was interviewed this evening on UTV Live. She warned about the reopening of schools prematurely causing the risk of a spike in the transmission of coronavirus. https://t.co/8y9F05V6d3",1,https://twitter.com/UTU_edu/status/1257769371092598787
"With #covid_19 homes have multiplied their uses becoming our offices, our nurseries, our schools, our vegetable plots and our conference centres. We are experiencing both fragility of our infrastructure and resilience of our space. How to evolve from #coronavirus? #architecture https://t.co/5wCoYMqPmd",1,
"The #studentsunite campaign led by Agata (L6th)and her sister, Alice (OS) has raised £36,478 for @MSF with students across schools/universities uniting to fund urgent medical care in 70 counties. 
Follow @studentsunitefundraiser on Instagram - details 👇
https://t.co/qFbcJjy0tc",1,https://twitter.com/SevenoaksImpact/status/1257963843646566401
