text,n,tweet_url
"Trade unions warn against premature reopening of schools as part of the government’s #coronavirus exit strategy.

Read more from @NASUWT, @NEUnion, @UCU and others:
https://t.co/lJ5uXB4Spp",1,https://twitter.com/ThompsonsLaw/status/1258072784258756608
"""It's better...to take the economic hit""
Former Cabinet Minister Rory Stewart tells #BBCBreakfast he believes closing schools and events now, due the #coronavirus, is worth it.
More here: https://t.co/fqHEi5KtQH https://t.co/FZNKMLRK7v",1,
"She said teachers would be worried about returning to packed classrooms until the threat of coronavirus is eliminated 

https://t.co/GhOYBkSlzm",1,https://twitter.com/Glasgow_Times/status/1258273955519049728
He says schools starting back in the autumn is likely but he really didn't want to commit to a time frame on @BBCRadioFoyle. #education #schools #coronavirus,1,https://twitter.com/Dean_Journalist/status/1258300644894613504
"Excellent article from @elashton about the existential threat facing childcare providers.

As I say in the piece, they've been asked to take on the responsibilities of schools but the liabilities of businesses. It's no wonder so many are having to close.

https://t.co/7N0T9XH3dY",1,https://twitter.com/TulipSiddiq/status/1257691978222927876
"Does Closing Help Stop the Coronavirus? - The New York Times

Norway is planning to find out by opening schools in one district, with half the number of children with 6ft distancing, testing all children and teachers first.

Then, if successful - stage 2 https://t.co/ddmeVYebhi",1,https://twitter.com/fascinatorfun/status/1257852219568898048
"Criteria drawn up by the @NEUnion call for testing of staff and students and a national plan for social distancing within schools before they are reopened
https://t.co/tHbCDMyIdY",1,https://twitter.com/tes/status/1257023373810511872
"Coronavirus: PPE not needed in schools, government insists https://t.co/BQ49H9XuJr | TES",1,https://twitter.com/ed_ontap/status/1258106651342770180
Coronavirus: No guarantee NI schools will reopen in September says Education Minister Peter Weir. https://t.co/8AtWonF5st,1,https://twitter.com/derryjournal/status/1258070204665475074
"Coronavirus: Guidance needed on social distancing, and 7 other demands from headteachers https://t.co/Gg9tkwvhVY @ASCL_UK",1,https://twitter.com/SchoolsWeek/status/1257586834642735104
"Coronavirus: Don't rush to reopen schools, Williamson warned | Tes https://t.co/ah6PhwKGUN",1,https://twitter.com/ListenLeadLearn/status/1258143590607437826
Coronavirus: 'Pay teachers to work in summer schools' https://t.co/z3fT50ut8w | TES,1,https://twitter.com/schoolsontap/status/1258297678045294592
"Coronavirus LIVE as Health Secretary insists it is 'too soon' to say when schools will return
https://t.co/EqaJ6DHl5a",1,https://twitter.com/MENnewsdesk/status/1257970359783096321
Closing schools WORKED in fighting off the coronavirus https://t.co/M41VF3qa1h via @MailOnline,1,https://twitter.com/MaryKapadia/status/1258351998631645184
"CONFIRMED: early years staff will be able to access free coronavirus tests as govt opens up testing to all essential workers.

""Essential workers"" will be based on the same criteria as those who are eligible to have children attend schools/settings: https://t.co/6ULUxlB1VN",1,
BBC News - Coronavirus: September target for re-opening of NI schools https://t.co/QRr2vU4oil,1,https://twitter.com/rob_kelsall/status/1258358270462476295
Australia coronavirus live: Sydney school closed after student tests positive as death toll hits 95 – latest updates https://t.co/0085FSqM4W,1,https://twitter.com/guardian/status/1257066244475404291
"As schools continue to work remotely, teachers may be worried about possible security risks associated with this. Our partners @SWGfL_Official have written this  article about cyber security during Coronavirus. https://t.co/GE9YHCEBfw https://t.co/rS7K8AwwiZ",1,https://twitter.com/UK_SIC/status/1257339212963119104
"Although the UK-German Connection office is currently closed, our team is still working and will continue to support you in your 🇬🇧🇩🇪 activity and involvement in our programmes. Here's how to contact us: https://t.co/eVBGSasVdJ",1,https://twitter.com/ukgconnection/status/1257269436198813699
"According to @TeachFirst, paying teachers overtime to work in summer schools will be essential to helping disadvantaged children catch up following the school closures
https://t.co/VYM3K79EVh",1,https://twitter.com/tes/status/1258253979752022016
"@HeadteacherNews has published a range of best practice articles to support schools, families &amp; pupils during #coronavirus outbreak &amp; #homeschoolinguk – all free to access. https://t.co/DHoKaZOuf5 #schoolclosuresuk",1,
5/5/20: New DfE guidance on critical workers who can access schools or educational settings and 2 updates on remote education and travel advice for schools: https://t.co/0fC9wp8paW,1,https://twitter.com/HOPE4CiC/status/1257782733356613638
".@NicolaSturgeon at @scotgov briefing:

- We are seeing progress but progress is fragile 
- Need to get &amp; keep R number below 1
- R needs to be below 1 before we restrictions ease
- See Denmark experience re schools

Framework for Decision Making' doc 👇
https://t.co/1C9AiiN9wu",1,https://twitter.com/erikgeddes/status/1257636428248424449
#Coronavirus: Social workers brace for a surge in child protection referrals when schools re-open https://t.co/56LuNadWqI,1,https://twitter.com/stevebeasant/status/1257913695574859776
"#Coronavirus: No date for schools to reopen, says Peter Weir 

https://t.co/gxp94TczIn",1,https://twitter.com/irish_news/status/1258060816076677120
"#Coronavirus thread 👇

We are sharing a pack of FREE maths activities to support schools and parents during #schoolclosuresuk.
Download it HERE: https://t.co/zvGx9zJNyw

We’ll be adding more resources below, send us any links we could include!

#StaySafeStayHome #MathsAtHome https://t.co/VJjsKEI8RW",1,
"""We could see thousands of children really being left behind.""

Labour MP @PutneyFleur says running summer schools for disadvantaged children when #coronavirus restrictions are eased is ""vitally important"" and ""absolutely possible to do"".

Read more: https://t.co/NiW89Hj9V6 https://t.co/diDegD8VSe",1,https://twitter.com/SkyNews/status/1256943340211376129
"""The thought of reopening fully is challenging."" 
A member’s view
https://t.co/R8MBq8yd0b
#schools #coronavirus #COVID19 #earlyyears",1,https://twitter.com/Voicetheunion/status/1258334837297106945
"""The evidence has been that we wouldn't be able to open up all schools without a very real risk that the R rate, the transmission rate, would rise at such a level that we would risk a second spike,"" says Foreign Secretary Dominic Raab.

Latest on #COVID19: https://t.co/LsLSE4WbTz https://t.co/sK6Sn5REuO",1,https://twitter.com/SkyNews/status/1257714414091939843
"Francesca (Y7) has illustrated an e-book of short stories to help raise money for charities protecting those most affected by the #coronavirus pandemic. The book, Stories for Kids in Lockdown, can be bought here: https://t.co/N7p9Oh4A0m #stpaulsgirlsschool #spgs #creativity https://t.co/rcn5xnW0KF",1,
Headteachers warn of string of obstacles to reopening schools ❎https://t.co/nb5TEOembM by @standardnews,1,https://twitter.com/Eduspot_UK/status/1257948250285449218
"Scottish gvt on schools:

This is a *very* striking graph showing that:

- the most likely scenario shows schools reopening leading to a small increase in the number of people needing a hospital bed

- BUT the worst case scenario is dreadful 

Doc here

https://t.co/FwxefG0b9W https://t.co/ZRhLESy9ZJ",1,https://twitter.com/SamCoatesSky/status/1257649588552577024
"Here’s a top tip from teachers to help with children's learning and wellbeing during Covid19: ""try home learning for 25 minutes then having a 5 minute break – it’s more productive”. For more tips see https://t.co/IGfE5DKEIX https://t.co/mL2g4uDp66",1,https://twitter.com/Reach_Scot/status/1258355417433944064
"Schools return in Wuhan but not as we know it.  Personally I think it is too soon here, we need sufficient evidence from Public Health England to give schools and parents confidence it is safe to do so.  https://t.co/GNC1QHQPod",1,https://twitter.com/Itsdihere/status/1258286591849701376
Schools may remain closed 'until September' over coronavirus second wave fears https://t.co/DCzyQ8pLN6 https://t.co/CaTx89XvrW,1,https://twitter.com/dailystar/status/1258091910058500098
Schools may remain closed 'until September' over coronavirus second wave fears https://t.co/DCzyQ88aVy https://t.co/BvH51XzdbF,1,https://twitter.com/dailystar/status/1258061711107645441
Schools may remain closed 'until September' over coronavirus second wave fears https://t.co/DCzyQ88aVy https://t.co/2wr2ytCLqf,1,https://twitter.com/dailystar/status/1258031260590538752
"Schools in UK may not return until September, Hancock warns https://t.co/gGSv3GdrK9",1,https://twitter.com/standardnews/status/1257986507983466496
"Schools built on kindness - this is an idea I can wholeheartedly support!

'The human stuff matters': heads call for a kinder school system post Covid-19 

https://t.co/vkLjS8iYXx",1,https://twitter.com/Kathy_CEO_CE/status/1257656401662480388
"Schools and offices urged to enforce 4 days on, 10 days off to limit Covid-19 spread https://t.co/c1WULM5G4M #coronavirus uk
#COVID19",1,https://twitter.com/dailystar/status/1258091155087998976
"Schools across England will reopen in phases, says education secretary https://t.co/UQF2saqssm",1,
Revealed: Boris Johnson's roadmap to ease lockdown and reopen schools and shops &amp; it's clear now that Boris should accept that  the situation is out of control&amp; that a cross party UKGovt of National Unity is now urgently needed B4 we risk free fall chaos! https://t.co/k6ZmpwOnvf,1,https://twitter.com/BrandexeJohn/status/1258348136013193217
"Primary schools are unlikely to re-open until the end of May.
Secondary schools not before 
the end of June
It could be the end of August before pubs and restaurants open their doors again. 

Source:
Sky News
#lockdownextension #coronavirus
#1984",1,https://twitter.com/sebsw0rd/status/1258325955308912640
"PM says he’ll lay out a “comprehensive plan” next week for getting economy moving, schools reopened and safe travel to work #coronavirus",1,https://twitter.com/BBCVickiYoung/status/1255892079001194496
"On our Communication and Interaction Coronavirus page we have just added a new section on ""Visuals"". 

This section includes helpful advice and free downloadable resources.

For more information: https://t.co/cAHcWp3bnW https://t.co/vUu343rHQh",1,https://twitter.com/Babcock_Edu/status/1258040150568906753
"""Much more needs to be done to halt the spread of the #coronavirus, but what is apparent is that the only people who will fight to keep our schools safe are the working-class themselves.""

Join us Friday at 7pm for our Education Fightback Forum.
#FiveTests
https://t.co/LQTduf1IMy https://t.co/PSfuy0Hvat",1,https://twitter.com/SocialistAltEWS/status/1258273303971729409
"New Studies Add to Evidence that Children May Transmit the Coronavirus

“to open schools because of some uninvestigated notion that children aren’t really involved in this, that would be a very foolish thing.”

#COVID19 
https://t.co/WmTnxe4jtd",1,https://twitter.com/Rand0mB1tsUK/status/1257981834476097537
"NEWS
----------
Britain has the worst death rate in Europe from coronavirus and boris johnson and his cabinet should be arrested and made to answer why this has happened. 
1. Not enough PPE
2. Not enough testing
3. Did not act quickly enough to lockdown work and schools.",1,https://twitter.com/TheRedFlagOver1/status/1258060272843063296
"Many parents believe reopening schools in June is too early in the UK's battle against coronavirus, with many thinking it might cause a second wave. https://t.co/D9wwmoX0KG",1,https://twitter.com/LBC/status/1257429848022278149
"Making schools reopen is far too risky, says Rabb
A blanket reopening of schools next month would risk a deadly second wave of #coronavirus @DominicRaab  warned last night 🏫 https://t.co/kKXch3vP1F",1,https://twitter.com/cordeiro876/status/1258036491026128897
"Macron's promised more support for cultural workers, touts a public art commissioning programme and calls on artists to help out in schools https://t.co/ONfn9nATe0 following huge criticism he's not done enough for culture",1,https://twitter.com/alexmarshall81/status/1258007668981104641
Let's not open schools just yet eh? https://t.co/9kqVsrUNmu,1,https://twitter.com/melelloyd/status/1258086905650036741
LISTEN: Jacquie White of the Ulster Teacher's Union is one of the signatories to the letter which warns of the “very real risk of creating a spike in the transmission of the #coronavirus by a premature opening of schools”.  ⁦@goQradio⁩  https://t.co/4MwzxPt9UB,1,https://twitter.com/UTU_edu/status/1257779583715336194
"John McGowan, general secretary of the Social Workers Union, said the sector was not adequately funded to deal with the expected rise in referrals.

https://t.co/ycEIMkjhVE",1,https://twitter.com/SWU_UK/status/1257976125424381952
"It's 'too dangerous to reopen schools as bugs like coronavirus prey on kids', experts warn https://t.co/IO2IEaVvmJ",1,https://twitter.com/TheSun/status/1257750188921368576
Interesting range of case studies demonstrating the innovation and flexibility of teachers and schools. #proudtoteach https://t.co/elhiCZ9O19,1,https://twitter.com/MarjonTEP/status/1258055071767629824
ICYMI: @educationgovuk has published a collection of case studies demonstrating remote education practice for schools during COVID-19 https://t.co/wuX7l2L4Ca,1,https://twitter.com/theNSN/status/1257986100573896704
How do I keep my son’s career on track during the coronavirus crisis? @dearjohnbyrne offers tips on how to help your child choose the right course at a time when visiting prospective drama schools is not an option https://t.co/d5Y3BOeQAY https://t.co/S5JxarVbbe,1,https://twitter.com/TheStage/status/1257978426348142593
"📢 Coronavirus update – you might see us in your street

Our priority is to keep the network flowing to your homes, hospitals, businesses and schools.

If you see our #keyworkers in your street please do not approach – you can always 😀👋🏻👍🏼🤟🏻🤙🏻🖖🏻 (from a safe distance) https://t.co/6gmmAyW560",1,https://twitter.com/SouthWestWater/status/1257024964261294081
