text,n,tweet_url
"Primary schools 'will return on JUNE 1' as lockdown is lifted
 https://t.co/osEDxDccM1",6,https://twitter.com/boblister_poole/status/1256839904522371073
"Primary schools in England could reopen on 1 June, reports suggest https://t.co/8hFr0T2XQa",6,https://twitter.com/guardian/status/1256938790641434625
Primary schools set to ‘reopen next month if coronavirus infection rate continues to slow’ https://t.co/NJisgs68GK,6,https://twitter.com/TheSun/status/1256879391751245826
Our survey of parents on coronavirus and school closures was just mentioned on @BBCNews. We’ll be releasing statistics tomorrow. #parents #coronavirus #schoolclosures,6,https://twitter.com/Parentkind/status/1258085841894866944
"When will schools reopen and is it safe to send my child back to school? 📚🍎

Leave your education questions in the comments section of the article below and @camillahmturner will answer them at 1pm today 👇 https://t.co/2mrkrOJTGU",6,https://twitter.com/Telegraph/status/1257602151376982017
Social distancing in schools 'very difficult' admits government  deputy chief medical officer https://t.co/1WUQIXA2gn,6,
"Boris Johnson is set to announce a ""comprehensive plan"" next week for how the UK will exit from lockdown, restart the economy and get kids back to schools.

https://t.co/VR3VE2jNPW",6,https://twitter.com/LBCNews/status/1256174412916801536
"Today @Parentkind ParentKind ( used to be NCPTA) supported our five tests and wrote jointly with us to Govt.

Thank you very much ParentKind

https://t.co/pT2WUbhbJK",5,https://twitter.com/cyclingkev/status/1258070191629533186
"#Germany has postponed the decision on reopening schools - and Angela Merkel urges caution, while in #Denmark authorities have noted a spike in #Coronavirus reproduction rate since pupils returned to class
#Lockdown #Europe",5,https://twitter.com/JVPRimage/status/1256154798031765504
"Should schools re-open? If all the children in the UK were exposed to Covid-19, then 800 children could die, an expert told Shelagh Fogarty.

@ShelaghFogarty | #schoolreopening 
https://t.co/cpE3htKFiS",5,
"Plans being put in place so if referrals spike #CouncilsCan ensure children and families get the right help quickly, ⁦@cllrjudithblake⁩ tells ⁦@Independent⁩  https://t.co/IXFnvhlM2D",5,https://twitter.com/LGANews/status/1257972855813345281
"🔴 In the slide below, Jonathan Van-Tam outlines the number of new cases of coronavirus in the UK from the 21st March

He said: ""New cases need to come down further. We have to continue to track this index and we have to get cases lower""

All the latest👇

https://t.co/BDOMlhPfkj https://t.co/NK5JXHxeQ0",5,https://twitter.com/Telegraph/status/1257348497256386569
"European schools getting ready to reopen, via @guardian. It will be interesting to see what we can learn from their experience: https://t.co/h4ZlFuv2GM",5,https://twitter.com/jillberry102/status/1256979973375655936
"What Voice would like to see before #schools and #nurseries reopen

The health, safety, and wellbeing of all those working in schools and nurseries must be paramount.  

https://t.co/T2hBPbqDQ7  #coronavirus #COVIDー19  #Covid19UK https://t.co/IL73Vmz9eR",5,https://twitter.com/Voicetheunion/status/1257941463436079105
European schools get ready to reopen despite concern about pupils spreading Covid-19 https://t.co/g2Bo8KAzcT,5,https://twitter.com/guardianworld/status/1256285019703668736
"Boris Johnson will reveal lockdown plan next week for economy, schools and travel
https://t.co/EJBuXhqYPD https://t.co/5CoU2krlPF",5,https://twitter.com/Daily_Express/status/1256091804820267009
"What schools will look like when they reopen: Social distancing, testing &amp; isolating, scheduled days home, more online learning, lots of hand-washing. 

https://t.co/4Q3Ew8KEEB",5,https://twitter.com/urban_teacher/status/1256855771809230848
Trump advises teachers over 60 to not teach in-person ‘for awhile’ as he implores schools to reopen https://t.co/CpSpaTtlSO,5,https://twitter.com/Independent/status/1258298018131894272
The teaching unions 5 point plan on order to open schools.  https://t.co/K8HvOpf6rf,5,https://twitter.com/kulvinderj/status/1256492397770551298
"There are concerns it would lead to the transmission rate rising ""at such a level that we would risk a second spike"" https://t.co/AK7qVxsv07",5,https://twitter.com/standardnews/status/1257774768465600512
Teachers could refuse to return to work if they think it is not safe warn unions as @borisjohnson expected to announce June 1 date for reopening primary schools to years 5 and 6 on Sunday @realgeoffbarton @cyclingkev https://t.co/cRLHQiOQdH,5,https://twitter.com/SianGriffiths6/status/1257930007739064320
"""Labour’s focus over the weekend was on the reopening of schools, and today it is on demanding that face masks are stockpiled in case we are all advised to wear them in public soon."" If you missed @siennamarla's morning briefing, catch up here: https://t.co/M2VNyZNswR",5,https://twitter.com/LabourList/status/1257339439258521601
"Read our latest newsletter https://t.co/NsNEnNL9hw, packed with lots of support resources and the latest news. @EducEndowFoundn @rs_network #schools #coronavirus #homeschooling #education",5,https://twitter.com/WSomResearchSch/status/1257254289778622464
"Got a question about schools, nurseries or education in general?

Tomorrow night on Coronavirus: Scotland's Response, we'll be putting your questions to Deputy First Minister and Education Secretary @JohnSwinney. 

Comment your question below, or use our hashtag #ScotResponse 📩 https://t.co/WLrDafBIQR",5,https://twitter.com/BBCScotNine/status/1257672876687327232
The @StarAcademies coronavirus appeal aims to ease hardship amongst the vulnerable in our local communities. Our schools and central teams are working hard to provide essential items and comfort to those who are struggling during these difficult times. #StarAppeal #WeAreStar https://t.co/hvLFwtEdyA,5,
Two-metre coronavirus social distancing rule could be scrapped to allow more schools and businesses to reopen https://t.co/ZKCThktSiI,5,https://twitter.com/TheSun/status/1256509278950735873
PCS has launched a Save The British Council campaign to fight for the future of the organisation whose funding has been cut by 85% because of the closure of nearly all its schools due to coronavirus-related measures worldwide. https://t.co/uWwUI9aNhx #SaveBritishCouncil https://t.co/kQV2FOqjT3,5,
"A helpful article highlighting another impact of #coronavirus -parents with reduced income may no longer qualify for the 30 hours of government funded childcare they previously benefited from, even 'once nurseries, playgroups, children’s centres, schools and clubs fully re-open': https://t.co/keh1COKXSu",5,https://twitter.com/LeighDayClinNeg/status/1257336049317093379
"A @CEP_LSE study has found that teachers could need to work ""well over two additional hours per week"" to make up for lost learning once schools reopen
https://t.co/HFbR1kccRb",5,https://twitter.com/tes/status/1258246430877274112
Stay Healthy #StayHomeSaveLives #COVID__19 #coronavirus #schools https://t.co/Y4Qt7HNSKD,5,https://twitter.com/HarwichDov/status/1256518019263725568
"With clarity still absent around the opening of schools, we at the ASE will be running a series of online webinars during May to help the #SciEd community cope with these new challenges! 🔬⚗️ Find out more here: https://t.co/adHxSHOCUz #remoteteaching #PriSci https://t.co/LatMQvWREl",5,https://twitter.com/theASE/status/1258064473186881536
Coronavirus: NHS workers call for schools to stay closed | Tes #SheffActionCom ⁦@NEUSheffield⁩ @council_trades https://t.co/tCu2uqwTHJ,5,https://twitter.com/MurchSimonNEU/status/1257933288972390402
"Our survey for parents on school closures and coronavirus fears closes Monday. Results published next week and we'll share findings. #Parents must be considered in plans for re-opening #schools, @GavinWilliamson, @wgmin_education, @peterweirmla.  
https://t.co/A6rABVbbN8",5,https://twitter.com/Parentkind/status/1256131603253903364
"Shutting schools for months would be as ‘toxic’ as coronavirus, French PM warns https://t.co/rIBSwV3bwL",5,https://twitter.com/Independent/status/1257637592897642498
"Man Utd donate £300k to local schools in continued coronavirus battle
https://t.co/oBhRhRGyLq https://t.co/tipKjx16QA",5,https://twitter.com/MirrorFootball/status/1257626759203295232
"Arla will provide 40k bottles of Cravendale a week for 12 weeks to the Magic Breakfast schools partnership

https://t.co/c86UpOlL2i",5,https://twitter.com/TheGrocer/status/1256508730902040577
"PM says he’ll lay out a “comprehensive plan” next week for getting economy moving, schools reopened and safe travel to work #coronavirus",5,https://twitter.com/BBCVickiYoung/status/1255892079001194496
"'The advice is that staff in non-residential education settings don't require PPE.'

Robert Jenrick says the government has published guidance on social distancing in schools, which will inform the plans on re-opening schools 

https://t.co/UvlK6uwHAz https://t.co/2YEEczlotB",5,https://twitter.com/itvnews/status/1258080703276822530
"NEWS: Schools must be 'redesigned' to fully reopen on Island. 

The education minister says there's currently no timescale for schools reopening, which could be as late as next year.

#News #IoM #ManxRadio #Coronavirus https://t.co/3kOYblLXMJ",4,https://twitter.com/ManxRadio/status/1256818632279109632
"This week Mr Hill wrote to our new Sept 2020 Year 7 parent/carers along with current parent/carers to give an update on developments in the school community over the past week.  Both letters can be found on the Covid-19 Information Page @_FAVSP

https://t.co/RayyjMjUEx",4,https://twitter.com/helsbyhigh/status/1256568350525870085
"⁦@FT⁩ #London #UK🇬🇧 #Germany postpones decision on reopening #schools
#Merkel urges caution and #Danish authorities note spike in virus reproduction rate since pupils returned to class #COVID19 #coronavirus #lockdown #secondwave #NHS  https://t.co/aAu1XBlwxS",4,https://twitter.com/nisusmedical/status/1256695748219060226
"There is ""no doubt"" that opening schools would increase the spread of coronavirus, the @CMO_England said today
https://t.co/uyKxjuMbtk",4,
"Read all about how to keep pupils safe online during lockdown. There's some great information available @SecEd_Education 
https://t.co/j66olD04KO https://t.co/mVtf6rbf6Q",4,https://twitter.com/SWGfL_Official/status/1256453375010451456
"We still don't understand the impacts of Covid on kids.

How should we approach opening schools?

https://t.co/Azx8PBLqrg",4,https://twitter.com/azeem/status/1257557164220170241
"Some schools are also delivering lessons online. @NEUnion  advice states that ‘online lessons could be offered occasionally using technology with which teachers &amp; students are familiar, but schools must have a protocol that safeguards pupils and teachers.’ https://t.co/cWgBuw7QE9",4,
No school attendance fines for parents after lockdown in Wales https://t.co/anMaU59ZT5,4,https://twitter.com/Richard12545678/status/1257321790130450437
"Excellent article on school re-opening issues which @GavinWilliamson from the Government and @AngelaRayner from @UKLabour must consider with some urgency.

https://t.co/3ieUXdaU0H",4,https://twitter.com/docrussjackson/status/1258036312235544577
"So the apparent demand for lifting lockdown is being driven primarily by the media and / or business lobby? 

Fearful Britons remain strongly opposed to lifting coronavirus lockdown https://t.co/eoIG9s5eyP",4,https://twitter.com/JaneEMCallaghan/status/1256860329629429760
When might the lockdown in the UK come to an end? https://t.co/Sti75tJTYt,4,https://twitter.com/Independent/status/1256877821391187970
Schools in Wales could reopen in early June https://t.co/k1ZF0D5orD,4,https://twitter.com/Independent/status/1256970737199599616
"https://t.co/qPMDHvKng9
There should be no inspection of remote on-line learning during this crisis. Schools have moved mountains to get on-line learning up and running in a very short space of time. Give us credit, give us space and give us a break. Ofsted twiddle your thumbs.",4,https://twitter.com/StBartsTrust/status/1257352386315800583
Fearful Britons remain strongly opposed to lifting coronavirus lockdown https://t.co/0V3a2uAhyN,4,https://twitter.com/mygibbo/status/1256858794614820865
Should schools reopen? “there’s no scientific consensus on the infectiousness of children...” https://t.co/Lj8ixjeWoP,4,https://twitter.com/Trivium21c/status/1256917026989395970
"There are concerns that despite measures, ""children still touch each other, cough, sneeze and inevitably pick their noses"" https://t.co/q9SJ9Rfe80",4,https://twitter.com/EveningStandard/status/1257445499931701248
Scientists caution against reopening schools. Based on latest data from Christian Drosten's team showing equal viral load across age groups. https://t.co/fWKUHxtdEj,4,
"Powys Teaching Health Board has published an open letter of thanks to teachers, schools, childcare staff and @PowysCC @powyssch colleagues for their work during Coronavirus 

https://t.co/cETiC4rZpM

#StayHomeSaveLives https://t.co/tqGBsBlAEw",4,https://twitter.com/PTHBhealth/status/1258311469122424832
Primary schools 'to open as soon as June' as part of Boris Johnson's coronavirus lockdown exit plan https://t.co/SVa0RwxuaO,4,https://twitter.com/standardnews/status/1256980781479661569
"John McGowan, general secretary of the Social Workers Union, said the sector was not adequately funded to deal with the expected rise in referrals.

https://t.co/ycEIMkjhVE",4,https://twitter.com/SWU_UK/status/1257976125424381952
"Know any students affected by the closure of schools? The Coronavirus Tutoring Initiative is offering *FREE* tutoring to students during the pandemic. Visit their website to find out more! 🔽 🔽 🔽

https://t.co/VSeD2O4ewR https://t.co/tOxiYUTT0z",4,
"New @GPHotTopics Podcast!! 
💊😀Coronavirus Special: Do The Drugs Work?💊🤔
Remdesivir, antiplatelets, vit D, vaccines + grounds for optimism!
Plus schools and children, care homes, the homeless and LFT changes.
https://t.co/H3rYkm3X5q",4,https://twitter.com/drnealtucker/status/1256218962150522880
How the UK’s lockdown compares to others around the world https://t.co/voLZBMZDVJ,4,https://twitter.com/Independent/status/1257319145600765959
"UK coronavirus live: Raab says it would not be safe to reopen all schools; official death toll rises to 29,427 https://t.co/M4PeFUbkJ2",4,https://twitter.com/GuardianEdu/status/1257730666784935936
"Local authorities brace for a surge in child protection referrals when schools re-open again https://t.co/vx5rftMbrx
Long term sustainable funding solutions are needed for Local Government @cipfa this is a worrying illustration of long term funding issues",4,https://twitter.com/joannepittcipfa/status/1257971743706222592
"Last week, the Education Minister, Kirsty Williams, set out her five key principles which will determine how education will be phased in at schools in Wales.

Keep an eye on our FAQs for updated information.

https://t.co/vOfSfeF6j6 https://t.co/XPTu7Z796a",4,https://twitter.com/WG_Education/status/1258095491679760384
Schools may remain closed 'until September' over #coronavirus second wave fears https://t.co/DCzyQ88aVy https://t.co/Mgtpxqeh9k,4,https://twitter.com/dailystar/status/1257980934424535041
"Schools in northern Italy were the first in Europe to close. Since then, teachers, parents and kids across the country have all had to adapt to a new existence – and the results have surprised everyone

https://t.co/jOMnUQ2Czz",4,
Has everyone seen this new best practice guidance from DfE? Tips on how to do what you've been doing for the last few weeks. Someone thought it was useful. https://t.co/Gp1DrceQuP,4,https://twitter.com/SchoolDuggery/status/1257972943885348864
"The learning loss over a four-week school closure is equivalent to ""moving a middle-ranking child down to the bottom 30 per cent of children"", a @CEP_LSE study says
https://t.co/HFbR1kccRb",4,https://twitter.com/tes/status/1258170937448583168
Schools in Wuhan reopen for first time since coronavirus outbreak https://t.co/C4xhtOruff,4,https://twitter.com/standardnews/status/1258180557218996226
"We're proud to be doing the right thing for colleagues, schools, people and communities during the #Covid19 pandemic🌈 Watch our short film for key facts and contacts 👇 

#Schools #Education #NotForProfit #Mutual #SchoolMeals #Coronavirus  #JoinOurMovement #Kids #OwnedBySchools https://t.co/VrF6PwPoFb",4,https://twitter.com/SIPS_Education/status/1257361810308636672
"""Boris Johnson death plan emerges with schools 'back in June'"".

Deleted Tweet from the Daily Mirror mashes up two items from the Mirror's ongoing ""Coronavirus LIVE updates"" page.  Unfortunate poor wording or bad taste mischievousness? https://t.co/4dOi4KXvHT",4,https://twitter.com/Barthsnotes/status/1257063238140911618
".@VoiceGenSec .@VoiceCymru .@VoiceScotland  What Voice would like to see before #schools and #nurseries reopen

The health, safety, and wellbeing of all those working in schools and nurseries must be paramount.  

https://t.co/kMWFhYxyHJ  #coronavirus #COVIDー19  #Covid19UK",4,https://twitter.com/Voicetheunion/status/1257678569163104267
"""Keep monitoring to a minimum.""

Priorities for schools and governors have changed at this time. 

@TheKeySL has written a helpful guide on what governing boards should be looking at and what's the best way to do it.

https://t.co/rEEk10YanH",4,https://twitter.com/GovernorHub/status/1257662690182467584
"""It's a balance of risks - their health, but also for #MentalHealth and wellbeing.""

@MARCH_LSHTM's Director, @joylawn discusses the challenges of current #SchoolClosures with @ShelaghFogarty.

@LBC 👇 https://t.co/IMMF8u2iVf #COVID19",4,https://twitter.com/LSHTM/status/1256277502370217984
"'No need for teacher PPE,' say ministers, closing the gap, and a rebuttal of @Andrew_Adonis's criticism of schools. It's all here: Coronavirus and schools: LIVE 7/5 https://t.co/ugyADQ8YOa",4,https://twitter.com/wstewarttes/status/1258290634273755143
"ASCL members: today's newsletter is on its way and includes another opportunity to have your say on re-opening schools/colleges, together with updates on government's temporary changes to statutory requirements and EHC assessments and plans  #education #coronavirus uk https://t.co/gWWYkGpuJp",4,https://twitter.com/ASCL_UK/status/1257309505043329026
'We would assert the importance of Government taking teachers with them as we continue our societal response to COVID-19' https://t.co/NX72UVX4C1,4,https://twitter.com/SchoolsWeek/status/1257911975633436675
Coronavirus schools return: Can you really keep children 2m apart? - BBC News This is well worth a read. We need to ensure our schools have a clear plan not based on political expediency #Covid_19 #schools  https://t.co/l42sZxoDXr,4,https://twitter.com/JPAMDG/status/1258141062348054528
"#Coronavirus: Education ministers warned by unions not to open schools prematurely - Jacquie White, @UTU_edu was the only Northern Ireland signatory in the letter, which warned of a risk transmission rates might spike if schools are opened prematurely https://t.co/EoFIZgHVfJ",4,https://twitter.com/UTU_edu/status/1257782089845440512
Coronavirus: Lockdown exploits society’s digital divide as schools in London try to tackle internet poverty by providing students with donated devices https://t.co/SizeR0pLId https://t.co/cqpF78kk8Q,4,https://twitter.com/BBCLondonNews/status/1257579372946612224
@JJ_Stellies https://t.co/XDOK98CvMV,4,https://twitter.com/GreenMamma77/status/1255917694446174208
"Does Closing Help Stop the Coronavirus? - The New York Times

Norway is planning to find out by opening schools in one district, with half the number of children with 6ft distancing, testing all children and teachers first.

Then, if successful - stage 2 https://t.co/ddmeVYebhi",4,https://twitter.com/fascinatorfun/status/1257852219568898048
"Coronavirus: scientists caution against reopening schools

https://t.co/KpQQTOSFlg",3,https://twitter.com/BARACUK/status/1255893634748223488
"#Iceland has almost eliminated the new #coronavirus.

It must have had one hell of a lockdown!

Well, no. Actually, schools remain open.

As ever, this excellent outcome is predominantly to do with *TESTING*.

https://t.co/21D77vUWsc",3,https://twitter.com/ianjamesparsley/status/1258159593286492168
"Nicola Sturgeon says Scotland will decide its own timetable for schools reopening:
https://t.co/So7NfAVt18",3,https://twitter.com/EdinburghLive_/status/1256896117796671488
"It's difficult for teachers and parents to explain the current pandemic to young children.

We've put together our tips on how to address the subject in a safe and supportive manner: https://t.co/IvAquG8lG5

#education #covid19 #teachers #parents",3,https://twitter.com/TrueEducation_P/status/1258335525649494016
"Childcare providers fear they will be put out of business following the pandemic

https://t.co/mgTZWrDuoL",3,https://twitter.com/yorkshirepost/status/1257595892548472833
"Considering there is still so much uncertainty about when schools will reopen, we're continuing to look for ways to support science educators with out ever-growing Coronavirus Hub! Click here to find out more: https://t.co/io6MEm1My2 #PriSci #SciEd #ASEChat #remoteteaching https://t.co/KBIvSNGjrq",3,https://twitter.com/theASE/status/1257717065747779585
"There are concerns that despite measures, ""children still touch each other, cough, sneeze and inevitably pick their noses"" https://t.co/wFMib0yhKD",3,https://twitter.com/standardnews/status/1257252539445239810
Primary schools 'to open as soon as June' as part of Boris Johnson's coronavirus lockdown exit plan https://t.co/fyUlmkDIM3,3,https://twitter.com/EveningStandard/status/1256982013912977414
Primary schools 'to open as soon as June' as part of Boris Johnson's coronavirus lockdown exit plan https://t.co/eOUrsbEKXK,3,https://twitter.com/standardnews/status/1256906316968333313
"Coronavirus Daily Debate 3⃣2⃣ 6 May 2020

90% of children globally are currently learning from home, lots using digital tools. 

When Coronavirus has passed, and schools reopen, do you think more learning should be done digitally? 🔽🔽

https://t.co/9cEF0iMztH https://t.co/Ax9OndRS74",3,https://twitter.com/SSCCTY/status/1257926314042052608
"There are pages and pages of it. Anonymous case studies, mainly. You might find it reassuring to see that these schools are just doing what you are all doing - the best you can in the circumstances. https://t.co/FmrZlFAjPy",3,https://twitter.com/SchoolDuggery/status/1257976745229193216
"#FiveTests I have a sister in law year 6 teacher with underlying health conditions, nephew in year 10 &amp; niece in year 8 they have health conditions too. Niece has recently come out of hospital after having Coronavirus. I support 5 tests. Don’t open the schools until it’s safe. RT https://t.co/CGCkJSjoiI",3,https://twitter.com/paulapeters2/status/1257048458604797954
"@HSJEditor @BBCHughPym 19 March 2020 @BorisJohnson said 250,000 test per day - see https://t.co/M0XwlB4z0W",3,https://twitter.com/SpeyeJoe/status/1256257465219452931
Ireland extends lockdown until May 18 and schools to reopen in September https://t.co/wsk9Wk8mVD https://t.co/pO2v7kjwEc,3,https://twitter.com/ScottishSun/status/1256289869078441984
"There are concerns it would lead to the transmission rate rising ""at such a level that we would risk a second spike"" https://t.co/aCqQ0Un1TA",3,https://twitter.com/EveningStandard/status/1257786173575004164
"Le taux d'infection des enfants et les risques de transmission aux adultes (aux enseignants notamment) portent atteinte aux espoirs de réouverture des écoles au Royaume-Uni selon une dernière étude #Covid19

https://t.co/QGInu83MVT",3,
"While schools &amp; other buildings have been unoccupied during lockdown to prevent COVID-19, water left sitting in pipes could change in quality. Legionnaires disease is a respiratory disease caused when we breath in the water aerosols. Must read Link 👇🏻👇🏻

https://t.co/Ag8svjunzh",3,https://twitter.com/PlumbTechIRL/status/1256140233504182272
"In guide GL336, we cover all things COVID-19 including when we will publish guidance on schools re-opening.

https://t.co/6YdU8CykNV https://t.co/xlLBBDSuKI",3,https://twitter.com/CLEAPSS/status/1257357697185431554
"The article overstates the scope at the beginning, but the postponement of changes to business relief in Scotland is still significant. I consider the #charitable status of #independentschools in England in this forthcoming paper: https://t.co/hoqw8kcYLG.
https://t.co/y7qmBG7g7t",3,https://twitter.com/briandsloan/status/1257329897904787459
"UK heading for highest death toll in Europe. People still dying from this highly contagious killer disease. No return to schools until #FiveTests have been met. #fivetests
UK coronavirus death toll rises by 315 to 28,446 https://t.co/P0MRBX3cy1",3,https://twitter.com/mrsacky/status/1257007782588485635
"If schools reopened in the UK in June, would you send your child or wait until September? 

(Please RT poll and share your opinion with a comment if you like)

#COVID19 #coronavirusuk #coronavirus",3,https://twitter.com/twinningmum/status/1257968208516198401
Revealed: Boris Johnson's - #BorisTheButcher worst ever leader of the UK roadmap to ease lockdown and reopen schools and shops https://t.co/sARSZvz5rv,3,https://twitter.com/ChrisKeelty/status/1258259205959684096
"@NEUnion has set #FiveTests that must be met before schools are reopened.
Primary schools in England could reopen on 1 June, reports say, BUT will schools be safe for our children and staff? @BorisJohnson @GavinWilliamson https://t.co/hnM4awFIz6",3,https://twitter.com/HelenPorter1853/status/1256960697310892033
"The PM’s #COVID19 meeting today is a critical decision point. 
• The PM should close schools, and ban gatherings today. 
* Meetings should be cancelled, people should when possible work from home. 
Countries that act fast reduce death toll dramatically. 
Act Today. 
#Coronavirus",3,
"#Coronavirus: Raab says it would not be safe to reopen all schools; official death toll rises to 29,427 https://t.co/5Ytm8GC3jp",3,https://twitter.com/stevebeasant/status/1257749891432034307
"How to protect school staff wellbeing during coronavirus 

#SchoolClosures #LockdownUK #TeacherWellbeing 

https://t.co/eQn2N2agRQ @SecEd_Education https://t.co/5VidXxz5cH",3,https://twitter.com/EdSupportUK/status/1255893494301949959
"@EssexPR I’d focus on what countries are doing now, rather than a long way into the future. Take Switzerland for example who are reopening bars and restaurants on the 11th May rather than their originally planned 8th June: https://t.co/aFLJXZB7gZ",3,https://twitter.com/RichardNorthey/status/1256311789895237637
"We invite you to take a trip around our virtual gallery and appreciate the wonderful talent of our Art students during this school closure
https://t.co/2KOvNjJNDf

 #creativity #Covid_19 #STAYinghome #sligo #lockdown2020",3,https://twitter.com/MercySligo/status/1256187977367277568
"Plastic partitions, classes of no more than 15, desks 2 m from each other and temperature checks – see how other countries are opening up their schools https://t.co/ZtOjNxZ9HD via @BusinessInsider",3,https://twitter.com/OOrlova/status/1256299576274927621
Coronavirus Ireland: Country will start to slowly reopen on May 18 – but schools won’t return until September https://t.co/tJTozql5PR https://t.co/yfo6moCKMo,3,https://twitter.com/Independent_ie/status/1256289795766173698
"Coronavirus: Firms need up to three weeks to exit lockdown, government warned https://t.co/tmU9EbuQFl
Schools need more",3,https://twitter.com/mattremains/status/1257948546621411328
"New @EducEndowFoundn School closure support resources added today...
https://t.co/CZzM6zHjQk",3,https://twitter.com/LorwynRandall/status/1258318219196104709
"US schools should plan for phased reopening and more closures later, say experts https://t.co/lePQ6MV88Z",3,https://twitter.com/Independent/status/1258075035702525955
"Coronavirus: Guidance needed on social distancing, and 7 other demands from headteachers https://t.co/Gg9tkwvhVY @ASCL_UK",3,https://twitter.com/SchoolsWeek/status/1257586834642735104
Updates as FM says when Welsh schools could reopen: #coronavirus #coronavirusuk https://t.co/3viC00qNdE,3,https://twitter.com/northwaleslive/status/1256884453818826752
"NEW: Teacher trade unions warn reopening schools on June 1 risks second coronavirus wave

https://t.co/VOq4mU86Wk",3,https://twitter.com/politicshome/status/1257628923531313155
"No date planned for schools to reopen, says Weir as he hints at phased return. Jacquie White @UTU_edu was the only N.I. signatory in the letter, which warned of a risk that transmission rates might spike if schools are opened prematurely.  https://t.co/86gS3XoNji",3,https://twitter.com/UTU_edu/status/1258309924389519362
Trump advises teachers over 60 to not teach in-person ‘for awhile’ as he implores schools to reopen https://t.co/q2aoux3dVp,3,https://twitter.com/Independent/status/1258190224334692352
"Moins d'un citoyen britannique sur cinq pense que le moment est venu d'envisager de rouvrir des écoles, des restaurants, des pubs et des stades. #coronavirus  https://t.co/O1V52PjHgP",3,https://twitter.com/AlexSeale/status/1256706323934261249
"Media speculation about #schools ‘reopening’ premature, unrealistic and causing anxiety

Once again, the #media have added to the anxiety of education and early years staff, parents and children... 

https://t.co/Y0OPOz6v8t  #coronavirus #COVID19",3,https://twitter.com/Voicetheunion/status/1257326781025173504
Matt Hancock announces more on the trial of a new coronavirus contact tracing app https://t.co/YQX5g6qXg2 https://t.co/5EnAw9rzuo,3,https://twitter.com/WalesOnline/status/1257344185235111939
One consequence of the Covid-19 closures for many teachers has been a reduction or at least a side-lining of their CPD. @FionaAS urges schools &amp; teachers not to neglect their CPD and instead to take their professional learning online: https://t.co/kuRAFYQ3sL #schoolclosureuk,3,https://twitter.com/SecEd_Education/status/1256612662961676288
Thought provoking  blog in ⁦@TimesEducation⁩ about what schools will need to do most when they return #traumainformed #relationships #resilience Coronavirus and mental health: how to help children heal | Tes https://t.co/IymseOmEn0,3,https://twitter.com/HarrietlbH/status/1256478055909990400
"Our partners, @YoungMindsUK, offer lots of support and advice to help parents, carers, schools &amp; young people look after their #mentalhealth. This includes a free Parents Helpline and YoungMinds Crisis Messenger. Read our article for more information: https://t.co/4gCeFqX6Ng https://t.co/WnYVJlakIw",3,https://twitter.com/Create_Dev/status/1257732264563179522
'The biggest change right now is that schools will reopen for children up to fifth grade in a bid to help parents return to work and restore some semblance of normality.'  https://t.co/rjPa79vSsR https://t.co/YRAQ8O1Uua,3,https://twitter.com/cntraveller/status/1256491261688713216
Our young people’s mental health is on the line during the #coronavirusuk lockdown. @PookyH discusses four things your pupils need to feel right now – and some simple ideas for making that happen: https://t.co/LpBPFyJK2W #schoolclosureuk,3,https://twitter.com/HeadteacherNews/status/1256206743908032513
@Carter6D 's 5 questions for trustees and governors to consider now as a response to the #coronavirus pandemic in schools #northerngovernance2020 @SCHOOLSNE https://t.co/bdrTBmmHvM,3,https://twitter.com/SchoolGovNet/status/1257981680872239105
Our young people’s mental health is on the line during the #coronavirusuk lockdown. @PookyH discusses four things your pupils need to feel right now – and some simple ideas for making that happen: https://t.co/slUEK1yHTo #schoolclosureuk #mentalhealth,3,https://twitter.com/SecEd_Education/status/1256988891950784514
"Coronavirus crisis: Primary schools could reopen from June 1 as lockdown exit begins

https://t.co/K1pxTCgla0 https://t.co/iW2wCyerSq",3,https://twitter.com/Daily_Express/status/1256736346883928065
Local authorities brace for a surge in child protection referrals when schools re-open again https://t.co/UpaNXi4RZM,3,https://twitter.com/DrAishaKGill/status/1258061386145574913
"PM Boris Johnson said he will set out a ""comprehensive plan"" next week on how to restart the economy, reopen schools and help people travel to work beyond the coronavirus lockdown.
https://t.co/DAYBq4Vr8p",3,https://twitter.com/bbcquestiontime/status/1255978731102965764
"Coronavirus crisis no excuse for price-fixing, private schools warned https://t.co/cbS8ZwI3wc",3,
The @NSPCC has a range of fantastic resources to support schools during this challenging time and we're delighted to have partnered with @NSPCCLearning to create a safeguarding resource for school governors and trustees. Take a look https://t.co/X53RxMsFtB,3,https://twitter.com/theNSN/status/1257230794092875778
"Paper released yesterday by the Scottish Government deems if too risky to re-open even just their nursery and primary schools yet:

https://t.co/aIokNqh2kN https://t.co/IdgBdhYacb",3,https://twitter.com/teachitso/status/1257907623485157376
"There's a day of action today to say, 'no return to unsafe workplaces'. Socially-distanced actions could include cavalcades to hospitals and protests against possible moves to reopen primary schools #ExtendTheLockdown #ReturningToWork #coronavirus #COVID19 https://t.co/yYWR9q5kPv https://t.co/aIySFwfSu6",3,https://twitter.com/socialistworker/status/1258317605657612288
"Coronavirus: ‘Very real risk’ of spike if schools open too early, say teaching unions https://t.co/7WJweDGv6K via @schoolsweek",3,https://twitter.com/maireadcan/status/1257677757825404929
