,trigram,n
6030,primaryrocks1 educationgovuk thank,7
1909,cutters make headbands,7
5853,pleasure working leadinglearner,7
2194,distancing schools difficult,7
6731,responsibility clear coherent,7
9391,validation evidence centres,7
7998,simple ideas making,7
7995,simonkidwell smithsmm alisonmpeacock,7
5887,pookyh discusses four,7
5890,poor children burdened,7
1840,created even start,7
212,already april follow,7
218,also get primary,7
9573,wave shelaghfogarty schoolsreopening,7
7756,second wave shelaghfogarty,7
6627,reopening schools led,7
6022,primary schools set,7
5943,powerhouse spokesman joined,7
9911,would send kids,7
9377,using printers laser,7
9376,using new online,7
6600,reopening impacts staff,7
7977,signatory letter warned,7
6578,reopened chrisdysonht headteacherchat,7
262,angles todays coronavirus,7
6003,prey kids experts,7
405,attainment gap poor,7
2163,discusses four things,7
518,beaconsfield sir henry,7
1758,covered angles todays,7
9990,young people mental,7
8164,spokesman joined councillors,7
9812,workers call schools,7
7206,schools built kindness,7
5338,one fact per,7
7435,schools opened prematurely,7
8156,spike dominic raab,7
1579,coronavirus prey kids,7
7237,schools colleagues validation,7
8159,spike schools opened,7
9506,wales could reopen,7
9505,wales already april,7
9478,vouch work community,7
5359,online learning covered,7
9481,vouchers edsupportuk doubles,7
7393,schools monitor coronavirus,7
7203,schools bugs like,7
7530,schools reopening impacts,7
5373,online send curriculum,7
2438,educational attainment gap,7
7283,schools donating using,7
7372,schools live blog,7
5378,ons figures published,7
7517,schools reopened chrisdysonht,7
5381,open early say,7
7366,schools led scientific,7
9187,uk risks huge,7
558,better support for,7
1540,coronavirus nhs workers,7
7504,schools reopen safe,7
1257,community pastoral care,7
2450,educationgovuk thank linzi,7
1601,coronavirus schools cant,7
7447,schools parents wider,7
5283,nurseries we re,7
1117,closed academic year,6
6585,reopened schools may,6
8604,targets losing many,6
4057,keep network flowing,6
3355,guardian thank schooltruth,6
9370,using different online,6
7383,schools make decisions,6
4046,keep children apart,6
6287,rarely get sick,6
4037,june unveils phased,6
8969,todays latest including,6
9712,whether open may,6
8622,teachers across uk,6
4086,keyworkers street please,6
4087,khan outlines big,6
8842,thing vast majority,6
4092,kids back schools,6
7390,schools may wise,6
3030,frontlineworkers coronavirus pandemic,6
866,certain groups including,6
3028,frontline nhs workers,6
3439,health economic social,6
7777,section article camillahmturner,6
3436,health board published,6
263,announce comprehensive plan,6
8525,survey parents coronavirus,6
1908,cut parents benefits,6
9511,wales open till,6
6597,reopening first minister,6
4300,letter education ministers,6
4107,kids state schools,6
1868,crisis please rt,6
6676,representing around one,6
1845,creating spike transmission,6
4307,letter warns very,6
1458,coronavirus emergency thanks,6
7880,set announce comprehensive,6
9546,warning day street,6
893,chaos experts clash,6
6265,r0 back up,6
230,always safe distance,6
8638,teachers leaders last,6
3983,johnson set announce,6
9382,utd donate local,6
3346,groups including children,6
2927,food supplies delivered,6
4024,june phased opening,6
9912,would think coronavirus,6
9995,young_mcr duchess cambridge,6
3454,health visitiors schools,6
3074,gap rich poor,6
1873,crisis thing vast,6
4003,joint letter education,6
6280,rangers think inside,6
9709,whether children pass,6
4305,letter thanks teachers,6
3399,harbour plenty virus,6
4020,june lockdown lifted,6
3060,funding vulnerable children,6
2035,delivered door coronavirus,6
8855,think majority straight,6
7404,schools national park,6
1352,continued coronavirus battle,6
4220,learn welsh dont,6
6431,refuse send children,6
9640,week uk exit,6
4181,launched online psychological,6
1955,day high lockdown,6
1960,day street parties,6
9556,warns very real,6
4204,leaders last decade,6
7824,seems right children,6
6412,reduce impact school,6
7837,send child back,6
7839,send children reopened,6
6383,reassurance super example,6
6371,really keep children,6
1486,coronavirus however solution,6
4276,les français covid19,6
1020,children special educational,6
7442,schools opening sadiq,6
6362,real risk creating,6
4275,les britanniques se,6
6357,ready reopen despite,6
4253,least june phased,6
7446,schools parents trusts,6
2004,decade education alone,6
10005,écoles trop vite,6
318,approach always safe,6
4258,leave education questions,6
1999,deaths wales follow,6
9009,tomorrow parents coronavirus,6
3416,head simon henderson,6
8849,think coronavirus pandemic,6
20,accelerated coronavirus however,6
1004,children reopened schools,6
7474,schools pupils could,6
6534,reopen safe send,6
1506,coronavirus live raab,6
18,academy trusts support,6
277,announces schools remain,6
6512,reopen irans lowrisk,6
812,case double schools,6
2017,decisions patrick roache,6
7797,see keyworkers street,6
6494,reopen despite concern,6
4125,know history cos,6
8852,think inside box,6
3009,freeforall individual schools,6
3414,head eton head,6
4169,latest including funding,6
287,answer bbcr4today thetimes,6
1492,coronavirus infections hit,6
290,answer pm today,6
4278,les écoles trop,6
6473,remote households wilds,6
9507,wales follow covid19,6
6453,remain closed academic,6
4155,last decade education,6
8211,staff powyscc powyssch,6
7813,see us street,6
9355,us street priority,6
2007,decide whether open,6
6448,releasing statistics tomorrow,6
9717,white ulster teachers,6
9975,york governor announces,6
207,alone transform children,6
7217,schools childcare staff,6
3734,including funding vulnerable,6
9535,warn reopening schools,6
3732,including children special,6
7546,schools return really,6
6961,safe send child,6
7632,schools wales open,6
7214,schools chaos experts,6
7545,schools return june,6
8792,thanks full article,6
3713,important support needed,6
1682,cos sure aint,6
3288,governor announces schools,6
8899,till june unveils,6
9533,warn closure schools,6
1701,could mean widening,6
6942,sadiq khan outlines,6
3707,important admission head,6
931,childcare staff powyscc,6
8718,ten trade unions,6
7656,schools wuhan reopen,6
1578,coronavirus premature opening,6
6912,rouhanis government eses,6
3299,govt responsibility clear,6
3766,inequality rising accelerated,6
6919,rouvrir les écoles,6
6941,sad iq problem,6
3556,history cos sure,6
3759,individual schools make,6
3557,hit day high,6
8794,thanks teachers schools,6
3192,go back viruswatch2020,6
7650,schools worry warning,6
8900,till least june,6
9436,virus likely one,6
7342,schools helping pupils,6
7124,school leave education,6
9456,visitiors schools decide,6
3254,government eses coronavirus,6
3276,government threatening cut,6
9685,welsh dont welsh,6
9688,welsh speakers home,6
7189,schools answer bbcr4today,6
9464,vital food supplies,6
3641,however solution poach,6
3610,homes schools reopening,6
1607,coronavirus schools return,6
7160,school till june,6
9686,welsh first minister,6
3604,home workers military,6
7567,schools see keyworkers,6
3639,households wilds exmoor,6
3646,hub frontlineworkers coronavirus,6
3694,impact school closures,6
3677,identifying signposting much,6
8918,time since coronavirus,6
1596,coronavirus school closures,6
111,admits government deputy,6
110,admission head eton,6
1656,coronavirus update might,6
8787,thank schooltruth alicewoolley1,6
9468,vite pourrait provoquer,6
3647,hub support frontline,6
9968,yet despicable behaviour,6
8753,testing targets losing,6
948,children children learn,6
9452,visited upon teachers,6
7099,school closures happen,6
7100,school closures mentioned,6
6899,role academy trusts,6
7665,schooltruth alicewoolley1 guardian,6
3172,given risk spread,6
1079,clash whether children,6
8667,teachers union one,6
9934,wuhan reopen first,6
3895,ireland written joint,6
8886,threatening cut parents,6
1027,children students tips,6
9397,vast majority dont,6
6773,return feared thats,6
8810,the govt responsibility,6
910,child back school,6
6778,return june lockdown,6
3879,irans lowrisk areas,6
3876,iq problem uk,6
3515,helping pupils stay,6
8678,teaching health board,6
6755,result freeforall individual,6
1807,covid19 live page,6
3789,infections hit day,6
8654,teachers schools childcare,6
9545,warned unions open,6
9927,written joint letter,6
3952,jacquie white ulster,6
7337,schools guardian thank,6
9390,vague les britanniques,6
1440,coronavirus deaths wales,6
3105,generation covid watch,6
6733,restart economy get,6
7732,se préparent un,6
8954,today education inequality,6
1814,covid19 r0 back,6
3113,germany new coronavirus,6
9492,vulnerable children students,6
7327,schools get ready,6
3866,intuitively seems right,6
6781,return really keep,6
8945,tips young_mcr duchess,6
59,across localities providing,6
8803,the big lie,6
6837,rising accelerated coronavirus,6
9560,watch report newsnight,6
7271,schools decide whether,6
6848,risk creating spike,6
7679,scientific evidence result,6
3532,high lockdown return,6
7278,schools difficult admits,6
984,children lives maryboustedneu,6
6865,risk spread highrisk,6
8798,thats case double,6
978,children learn welsh,6
7250,schools continued coronavirus,6
3170,given certain groups,6
988,children may rarely,6
3157,getting vital food,6
1562,coronavirus pandemic new,6
3825,inside box feed,6
3827,insists school till,6
7529,schools reopening first,6
6819,right children may,6
6817,rich poor done,6
1773,covid harbour plenty,6
3147,get sick covid,6
173,aids crisis thing,6
3144,get ready reopen,6
3520,henderson today education,6
3138,get kids back,6
177,aint taught schools,6
1789,covid watch report,6
1560,coronavirus pandemic differently,6
6247,questions comments section,6
3394,happen generation covid,6
465,back school leave,6
2595,european schools get,6
5062,network flowing homes,6
5870,poach poor bright,6
8003,since coronavirus outbreak,6
5051,needs year six,6
2224,donate local schools,6
8410,suffolk schools helping,6
9817,workers families care,6
2408,education questions comments,6
9818,workers military support,6
4639,many people care,6
5860,plus prudent que,6
5857,plenty virus likely,6
5030,needed health economic,6
9256,unions representing around,6
2235,done reduce impact,6
4618,man utd donate,6
5837,please approach always,6
2748,families remote households,6
9253,unions open schools,6
2246,dont queers make,6
4700,may bank holiday,6
5812,plans open schools,6
2252,dont welsh speakers,6
2738,families care home,6
2402,education ministers warned,6
2254,door coronavirus emergency,6
2401,education ministers urging,6
4712,may rarely get,6
1182,closures mentioned bbcnews,6
8376,students tips young_mcr,6
1300,confirmation intuitively seems,6
7994,simon henderson today,6
8439,supplies delivered door,6
5429,opening sadiq khan,6
2564,eses coronavirus restrictions,6
4568,macron government threatening,6
5951,ppe missing testing,6
8260,stay active coronavirus,6
5946,powyssch colleagues work,6
8434,super example focustrust1,6
9751,wise given risk,6
5098,new coronavirus infections,6
616,boris johnson set,6
749,cambridge praises health,6
5945,powyscc powyssch colleagues,6
9191,uk schools opening,6
5944,powys teaching health,6
5427,opening priority given,6
5939,pourrait provoquer une,6
5889,poor bright motivated,6
2788,feed families remote,6
5434,opening schools goqradio,6
5072,neunion nasuwt patrickr_nasuwt,6
4591,majority dont queers,6
4593,majority straight population,6
2197,distancing schools worry,6
4597,make decisions patrick,6
4599,make duty know,6
2582,eton head simon,6
7992,signposting much needed,6
2778,feared thats case,6
543,benefits refuse send,6
5900,population would think,6
5891,poor done reduce,6
2259,double schools go,6
528,behaviour macron government,6
1284,concern pupils spreading,6
5640,parties coronavirus deaths,6
5539,pandemic differently better,6
4857,ministers urging significant,6
4858,ministers warned unions,6
5543,pandemic new hub,6
512,bbcnews we ll,6
9107,trusts identifying signposting,6
5659,patrick roache nasuwt,6
2671,exmoor getting vital,6
4873,missing testing targets,6
665,bright motivated kids,6
9109,trusts support schools,6
2665,exit lockdown restart,6
2632,evidence result freeforall,6
8317,straight population would,6
8093,solution poach poor,6
4731,may wise given,6
4939,much needed health,6
5577,parents benefits refuse,6
5618,park rangers think,6
1172,closure schools pupils,6
8331,street priority keep,6
5586,parents coronavirus school,6
2353,economy get kids,6
5608,parents trusts identifying,6
5587,parents coronavirus schoolclosures,6
8329,street please approach,6
4908,motivated kids state,6
9782,work coronavirus stayhomesavelives,6
8328,street parties coronavirus,6
2349,economic social support,6
9227,understanding aids crisis,6
4841,minister insists school,6
4837,minister confirms struggling,6
677,britanniques se préparent,6
8140,special educational needs,6
8035,six children children,6
2390,education inequality rising,6
4744,mean widening attainment,6
9243,union one signatories,6
5501,outlines big problem,6
634,box feed families,6
9091,trop vite pourrait,6
5749,phased opening priority,6
2287,drive covid19 r0,6
5734,personnel crisis please,6
4989,national park rangers,6
2296,duchess cambridge praises,6
4794,mentioned bbcnews we,6
5692,people care homes,6
4982,nasuwt patrickr_nasuwt coronavirusuk,6
9231,une deuxième vague,6
2696,experts warn closure,6
8076,social support across,6
4818,might see us,6
2312,duty know history,6
2376,education alone transform,6
9211,un déconfinement plus,6
2692,experts clash whether,6
4821,military support personnel,6
1179,closures happen generation,6
4822,million teachers across,6
2318,déconfinement plus prudent,6
8350,struggling supply ppe,6
752,camillahmturner answer pm,6
1305,confirms struggling supply,6
9137,uclan launched online,6
9741,wilds exmoor getting,6
2085,despicable behaviour macron,6
5179,next week uk,6
777,capital lockdown ends,6
6191,pupils could mean,6
4425,local schools continued,6
4357,likely one engines,6
2858,first minister insists,6
9294,update might see,6
2856,first minister confirms,6
572,big lie visited,6
4432,localities providing reassurance,6
9313,upon teachers leaders,6
9058,transmission coronavirus premature,6
559,better understanding aids,6
2132,different online learning,6
358,article camillahmturner answer,6
2136,differently better understanding,6
2138,difficult admits government,6
6065,problem uk schools,6
2900,flowing homes hospitals,6
6208,pupils spreading covid,6
6148,psychological support hub,6
6062,problem capital lockdown,6
6210,pupils stay active,6
2086,despite concern pupils,6
9155,uk exit lockdown,6
4476,lockdown restart economy,6
2098,deuxième vague les,6
5345,one million teachers,6
787,care homes schools,6
599,board published open,6
9599,we ll releasing,6
5350,one signatories letter,6
5199,nhs workers families,6
2518,engines drive covid19,6
4376,listen jacquie white,6
4388,live raab says,6
784,care home workers,6
6146,préparent un déconfinement,6
6145,prudent que les,6
5336,one engines drive,6
1207,colleagues work coronavirus,6
6144,provoquer une deuxième,6
6137,providing reassurance super,6
8505,sure aint taught,6
6165,published next week,6
5363,online learning platforms,6
4405,ll releasing statistics,6
9870,worry warning day,6
6166,published open letter,6
5372,online psychological support,6
1238,comments section article,6
9289,unveils phased return,6
8179,spread highrisk adults,6
6020,primary schools return,6
4319,lie visited upon,6
9055,transform children lives,6
8250,state schools answer,6
2496,emergency thanks full,6
6238,queers make duty,6
2915,follow covid19 live,6
5974,praises health visitiors,6
406,attainment gap rich,6
5418,open till least,6
346,around one million,6
4320,liebours welsh first,6
8473,support personnel crisis,6
5398,open schools chaos,6
7966,sick covid harbour,6
8443,support across localities,6
4537,losing many people,6
5407,open schools prematurely,6
5978,premature opening schools,6
5393,open may bank,6
6237,que les français,6
1198,coherent plan reopening,6
573,big problem capital,6
4478,lockdown return feared,6
5390,open letter thanks,6
6046,priority keep network,6
6045,priority given certain,6
5111,new hub support,6
8440,supply ppe missing,6
9047,trade unions representing,6
8463,support hub frontlineworkers,6
8459,support frontline nhs,6
2440,educational needs year,6
8255,statistics tomorrow parents,6
7976,signatories letter warns,6
9048,trade unions warn,6
5131,new york governor,6
574,big role academy,6
1335,contact tracing app,6
5574,parentkind used ncpta,5
8219,staff shortages social,5
4925,moving schools reopened,5
3403,hard provide essential,5
8206,staff nonresidential education,5
5274,nurseries education general,5
7097,school closures coronavirus,5
644,breakfast schools partnership,5
11,absent around opening,5
962,children families get,5
8196,st march said,5
5248,noted spike coronavirus,5
5570,parentkind parentkind used,5
3633,hours per week,5
3632,hours government funded,5
3412,he ll lay,5
955,children could die,5
4954,must considered plans,5
951,children coronavirus coronavirusuk,5
3408,hardship amongst vulnerable,5
5263,number new cases,5
8112,soon missed siennamarlas,5
3405,hard reopen schools,5
8770,tests wrote jointly,5
97,additional hours per,5
5222,nonresidential education settings,5
7197,schools back june,5
8305,stockpiled case advised,5
7356,schools june risks,5
8154,spike councilscan ensure,5
542,benefited even nurseries,5
622,borisjohnson expected announce,5
3458,healthy stayhomesavelives covid__19,5
5147,news educendowfoundn rs_network,5
7236,schools clubs fully,5
3547,highlighting another impact,5
7506,schools reopen says,5
5133,new york times,5
8271,stayhomesavelives covid__19 coronavirus,5
3494,help quickly cllrjudithblake,5
7257,schools coronavirus homeschooling,5
3502,help scied community,5
5444,opening schools would,5
5430,opening schools ase,5
7076,scheduled days home,5
7329,schools getting ready,5
7323,schools gavinwilliamson wgmin_education,5
8266,stay healthy stayhomesavelives,5
5089,new cases coronavirus,5
5091,new cases need,5
612,boris johnson reveal,5
5094,new challenges find,5
3511,helpful article highlighting,5
7520,schools reopened safe,5
7347,schools inform plans,5
9800,work think safe,5
9803,work well two,5
5159,newsletter packed lots,5
5520,packed lots support,5
5503,outlines number new,5
7419,schools nurseries education,5
8301,still trying understand,5
7188,schools angela merkel,5
3433,headteachers warn staff,5
3592,home online learning,5
5362,online learning lots,5
7193,schools ase running,5
7394,schools months would,5
8784,thank much parentkind,5
5182,next week well,5
4995,ncpta supported five,5
631,bottles cravendale week,5
8233,staracademies coronavirus appeal,5
5471,order open schools,5
5376,online webinars may,5
5173,next week getting,5
7378,schools look like,5
5172,next week economy,5
8152,spike coronavirus reproduction,5
7209,schools businesses reopen,5
8286,still absent around,5
7212,schools central teams,5
5025,need work well,5
5596,parents must considered,5
6243,question use hashtag,5
946,children centres schools,5
861,central teams working,5
7965,shutting schools months,5
6001,previously benefited even,5
4525,look like reopen,5
4518,longer qualify hours,5
864,cep_lse study found,5
863,centres schools clubs,5
6025,primary schools years,5
264,announce june date,5
260,angela merkel urges,5
282,another impact coronavirus,5
4469,lockdown plan next,5
8478,support resources latest,5
6486,reopen children uk,5
4135,labour focus weekend,5
7799,see learn experience,5
845,caution denmark authorities,5
6565,reopen social distancing,5
8601,target reopening ni,5
4173,latest news educendowfoundn,5
4031,june risks second,5
8627,teachers could need,5
6622,reopening schools gavinwilliamson,5
6613,reopening schools angela,5
4014,june date reopening,5
8432,sunday realgeoffbarton cyclingkev,5
249,amongst vulnerable local,5
5957,ppe robert jenrick,5
8618,teacher trade unions,5
4543,lost learning schools,5
875,challenges make hard,5
7767,secretary johnswinney comment,5
874,challenges find remoteteaching,5
4546,lots support resources,5
6584,reopened safe travel,5
7970,siennamarlas morning briefing,5
6575,reopen via guardian,5
7939,shortages social distancing,5
4175,latest newsletter packed,5
4004,jointly us govt,5
6289,rate among children,5
6163,published guidance social,5
7906,share findings parents,5
361,article highlighting another,5
7865,september target reopening,5
7867,series online webinars,5
8526,survey parents school,5
4348,like reopen social,5
6220,put place referrals,5
6347,read latest newsletter,5
6229,putting questions deputy,5
347,around opening schools,5
6231,qualify hours government,5
6258,quickly cllrjudithblake tells,5
809,case advised wear,5
6249,questions deputy first,5
6241,question schools nurseries,5
6155,public soon missed,5
817,cases coronavirus uk,5
378,ase running series,5
4404,ll lay comprehensive,5
4419,local communities schools,5
4186,lay comprehensive plan,5
6430,refuse return work,5
6423,referrals spike councilscan,5
6118,provide bottles cravendale,5
6119,provide essential items,5
6416,reduced income may,5
8496,supported five tests,5
7917,sheffactioncom neusheffield council_trades,5
309,appeal aims ease,5
4234,learning lots handwashing,5
4244,learning schools reopen,5
7918,shelagh fogarty shelaghfogarty,5
821,cases need come,5
6358,ready reopen via,5
820,cases lower latest,5
8628,teachers could refuse,5
4580,magic breakfast schools,5
5599,parents reduced income,5
6893,robert jenrick says,5
8346,struggling difficult times,5
6931,running series online,5
3758,index get cases,5
6924,rule could scrapped,5
6921,rs_network schools coronavirus,5
4838,minister education secretary,5
7658,schools years sunday,5
7667,scied community cope,5
3740,income may longer,5
924,childcare previously benefited,5
6873,risks second coronavirus,5
8069,social distancing testing,5
3802,inform plans reopening,5
8065,social distancing rule,5
8059,social distancing challenges,5
5727,per week make,5
8730,tes sheffactioncom neusheffield,5
139,advised wear public,5
8042,slide jonathan vantam,5
7030,says education minister,5
5603,parents school closures,5
3689,impact coronavirus parents,5
7611,schools today demanding,5
8747,testing isolating scheduled,5
4904,mosques schools reopen,5
7036,says he ll,5
7034,says government published,5
4898,morning briefing catch,5
4872,missed siennamarlas morning,5
9959,years sunday realgeoffbarton,5
9831,working hard provide,5
4895,months would toxic,5
6992,said new cases,5
4882,monday results published,5
6965,safe warn unions,5
6964,safe travel work,5
344,arla provide bottles,5
6822,right help quickly,5
244,among children coronavirus,5
4603,make lost learning,5
6714,resources latest news,5
7727,scrapped allow schools,5
5866,pm says he,5
3943,items comfort struggling,5
5872,point plan order,5
6686,require ppe robert,5
3958,jenrick says government,5
7746,second coronavirus wave,5
197,allow schools businesses,5
4601,make hard reopen,5
6645,reopening schools today,5
3978,johnson reveal lockdown,5
427,authorities noted spike,5
9913,would toxic coronavirus,5
3988,johnswinney comment question,5
5930,postponed decision reopening,5
9929,wrote jointly us,5
4658,march said new,5
8698,teams working hard,5
6796,return work think,5
8689,teaching unions point,5
5780,place referrals spike,5
175,aims ease hardship,5
6808,reveal lockdown plan,5
5790,plan emerges schools,5
3849,interesting see learn,5
6799,returned class lockdown,5
5793,plan order open,5
3914,isolating scheduled days,5
4709,may longer qualify,5
4704,may help scied,5
5814,plans put place,5
4682,masks stockpiled case,5
8389,study found teachers,5
6758,results published next,5
5834,playgroups children centres,5
5278,nurseries playgroups children,5
5005,need come continue,5
1145,closed tes sheffactioncom,5
1945,date reopening primary,5
9614,webinars may help,5
2720,face masks stockpiled,5
1252,community cope new,5
2424,education settings dont,5
9631,week make lost,5
9156,uk exposed covid,5
1830,covid__19 coronavirus schools,5
2596,european schools getting,5
9645,weekend reopening schools,5
3303,govt thank much,5
3053,funded childcare previously,5
2910,focus weekend reopening,5
2042,demanding face masks,5
9196,uk st march,5
2913,fogarty shelaghfogarty schoolreopening,5
1469,coronavirus french pm,5
1834,cravendale week weeks,5
9226,understand transmission rate,5
2050,denmark authorities noted,5
9134,twometre coronavirus social,5
1030,children uk exposed,5
9407,via guardian interesting,5
2857,first minister education,5
1484,coronavirus homeschooling education,5
9038,toxic coronavirus french,5
1191,clubs fully reopen,5
9080,travel work coronavirus,5
1703,could need work,5
2742,families get right,5
9263,unions warn reopening,5
2335,ease hardship amongst,5
8961,today parentkind parentkind,5
1571,coronavirus parents reduced,5
1622,coronavirus september target,5
2143,difficult times starappeal,5
1708,could refuse return,5
9248,unions borisjohnson expected,5
2885,five tests wrote,5
1249,communities schools central,5
8859,think safe warn,5
9326,urges caution denmark,5
2604,even nurseries playgroups,5
2191,distancing rule could,5
1405,coronavirus coronavirusuk coronaviruslockdownuk,5
3257,government funded childcare,5
1236,comment question use,5
2185,distancing challenges make,5
1224,come continue track,5
1177,closures coronavirus fears,5
2675,expected announce june,5
3010,french pm warns,5
1106,cllrjudithblake tells independent,5
9644,week well share,5
9643,week weeks magic,5
9112,trying understand transmission,5
9343,us govt thank,5
1463,coronavirus fears closes,5
1229,comfort struggling difficult,5
8991,told shelagh fogarty,5
1508,coronavirus live updates,5
2497,emerges schools back,5
2458,educendowfoundn rs_network schools,5
1388,coronavirus appeal aims,5
2199,distancing testing isolating,5
8930,times starappeal wearestar,5
9665,well share findings,5
2703,exposed covid children,5
9124,two additional hours,5
2195,distancing schools inform,5
1350,continue track index,5
1689,could die expert,5
2690,expert told shelagh,5
1965,days home online,5
1716,could scrapped allow,5
1654,coronavirus uk st,5
2695,experts still trying,5
2959,found teachers could,5
3267,government published guidance,5
9536,warn staff shortages,5
3095,gavinwilliamson wgmin_education peterweirmla,5
2999,free school meal,5
1076,clarity still absent,5
9362,use hashtag scotresponse,5
9061,transmission rate among,5
9670,well two additional,5
8952,today demanding face,5
3154,getting economy moving,5
2835,find remoteteaching prisci,5
1152,closes monday results,5
1589,coronavirus reproduction rate,5
3104,general tomorrow night,5
1801,covid19 covid19uk covid_19,5
2782,fears closes monday,5
9044,track index get,5
9650,weeks magic breakfast,5
3156,getting ready reopen,5
1732,councilscan ensure children,5
2567,essential items comfort,5
2840,findings parents must,5
1672,coronaviruslockdownuk covid19 covid19uk,5
1763,covid children could,5
3114,germany postponed decision,5
9538,warn unions borisjohnson,5
2363,economy schools travel,5
9494,vulnerable local communities,5
1675,coronavirusuk coronaviruslockdownuk covid19,5
1372,cope new challenges,5
1626,coronavirus social distancing,5
3352,guardian interesting see,5
2123,die expert told,5
3364,guidance social distancing,5
3128,get cases lower,5
2541,ensure children families,5
2357,economy moving schools,5
9623,week economy schools,5
9254,unions point plan,5
1081,class lockdown europe,5
9625,week getting economy,5
9607,wear public soon,5
1320,considered plans reopening,5
9395,vantam outlines number,5
9364,used ncpta supported,5
2387,education general tomorrow,5
3146,get right help,5
3034,ft london uk,4
4074,key facts contacts,4
1764,covid closures many,4
6417,reduction least sidelining,4
2562,equivalent moving middleranking,4
4969,must redesigned fully,4
301,apart bbc news,4
4088,kids across country,4
7512,schools reopen there,4
4089,kids approach opening,4
5121,new sept year,4
1710,could reopen coronavirus,4
3903,island education minister,4
1080,class covid19 coronavirus,4
4078,key principles determine,4
6410,redesigned fully reopen,4
1192,cmo_england said today,4
8253,states online lessons,4
1926,daily mirror mashes,4
3033,ft distancing testing,4
642,break ofsted twiddle,4
4974,mutual schoolmeals coronavirus,4
8306,stop coronavirus new,4
8956,today includes possible,4
3891,ireland signatory letter,4
4967,must protocol safeguards,4
7828,seen new best,4
1176,closures compound preexisting,4
9890,would increase spread,4
9942,year news iom,4
4130,know students affected,4
3006,free tutoring students,4
4929,mr hill wrote,4
5958,ppe say ministers,4
4923,moving middleranking child,4
9719,white utu_edu northern,4
4920,moved mountains get,4
1977,deal expected rise,4
8570,take professional learning,4
6514,reopen island education,4
9116,tutoring students pandemic,4
851,caution urged reopening,4
4911,mountains get online,4
9115,tutoring initiative offering,4
9119,tweet daily mirror,4
6387,rebuttal andrew_adoniss criticism,4
307,apparent demand lifting,4
5940,poverty providing students,4
5122,new studies add,4
865,cep_lse study says,4
7319,schools forced partially,4
2625,everyone seen new,4
9705,whats best way,4
2628,evidence children may,4
4953,must consider urgency,4
1711,could reopen early,4
4119,kirsty williams set,4
609,boris johnson death,4
8586,taking teachers continue,4
7677,scientific consensus infectiousness,4
3019,friends academy trust,4
8981,together updates governments,4
858,cent children cep_lse,4
2556,equal viral load,4
426,authorities note spike,4
4051,keep eye faqs,4
9126,two items mirrors,4
3941,italy first europe,4
892,changes statutory requirements,4
8273,staying home visiting,4
891,changes options staying,4
7508,schools reopen soon,4
7335,schools governors changed,4
5087,new best practice,4
6464,remdesivir antiplatelets vit,4
5052,neglect cpd instead,4
889,changed time thekeysl,4
7129,school meal vouchers,4
293,antiplatelets vit vaccines,4
8634,teachers first successful,4
9792,work remdesivir antiplatelets,4
1698,could late next,4
90,add evidence children,4
3073,gap rebuttal andrew_adoniss,4
3999,joinourmovement kids ownedbyschools,4
5871,podcast coronavirus special,4
3977,johnson promises plan,4
6954,safe online lockdown,4
2587,europe close since,4
1539,coronavirus new york,4
6475,remote online learning,4
9261,unions via schoolsweek,4
3090,gavinwilliamson government angelarayner,4
8646,teachers parents kids,4
8650,teachers reduction least,4
5880,political expediency covid_19,4
3966,john mcgowan general,4
91,add name neucllrs,4
3945,its balance risks,4
5065,neunion advice states,4
3086,gavinwilliamson around important,4
3944,items mirrors ongoing,4
3102,general secretary social,4
8642,teachers neglect cpd,4
1934,danish authorities note,4
1704,could offered occasionally,4
5895,poor wording bad,4
1093,clear plan based,4
5861,plus schools children,4
2203,district half number,4
8290,still dont understand,4
8970,todays newsletter way,4
5108,new gphottopics podcast,4
3047,fully reopen island,4
5911,possible changes options,4
630,boss believes schools,4
5006,need ensure schools,4
9352,us space give,4
1937,data christian drostens,4
6496,reopen early june,4
632,bottom per cent,4
4056,keep monitoring minimum,4
2198,distancing testing children,4
873,challenges current schoolclosures,4
4059,keep pupils safe,4
4060,keep pupils track,4
1181,closures many teachers,4
8616,teacher ppe say,4
88,adapt new existence,4
7141,school reopening issues,4
8259,statutory requirements ehc,4
4008,joylawn discusses challenges,4
8625,teachers continue societal,4
1980,dearly loved relatives,4
4015,june deleted tweet,4
2205,divide schools london,4
4019,june lockdown exit,4
6492,reopen coronavirus coronavirusuk,4
284,another opportunity say,4
3059,funding solutions needed,4
3922,issues gavinwilliamson government,4
8661,teachers students familiar,4
3054,funded deal expected,4
878,challenging time delighted,4
4028,june reports say,4
5023,need teacher ppe,4
6441,relatives friends academy,4
5106,new existence results,4
5031,needed local government,4
7855,sept year parent,4
4158,last week education,4
9877,worth read need,4
4411,lobby fearful britons,4
9521,want ideas comments,4
7200,schools based latest,4
4675,mashes two items,4
4422,local government cipfa,4
722,businesses schools scotgov,4
6078,professional learning online,4
7937,short space time,4
4663,march_lshtms director joylawn,4
9470,voicecymru voicescotland voice,4
2853,first europe close,4
1337,contacts schools education,4
6212,pupils track tes,4
4439,lockdown driven primarily,4
2758,fantastic resources support,4
9744,williams set five,4
4648,many teachers reduction,4
4444,lockdown exit begins,4
7934,short film key,4
4446,lockdown exploits society,4
9293,update developments school,4
6201,pupils safe online,4
4407,load across age,4
